,Age,Education Level,Race,Gender,householdSize,maritalStatus,Region,kidsInHH,employmentStatus,Hispanic,White,Black,nativeAmerican,asainIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,otherAsainEthnicity,Hawaiian,Guamanian,Samoan,otherPacificIslander,someOtherRace,politicalParty,Religion,Married,LGBTQ+,romanticPartner,partnersGender,sameGenderAsPartner,partnerHispanic,partnersRace,partnerChristian,partnersReligion,partnersAge,partnersEducationLevel,partnersPoliticalParty,livingWithPartner,ageMetPartner,ageRelationshipStarted,ageLivingTogether,ageMarried,relationshipLength,whoEarnsMore,sameHighSchool,sameCollege,sameHometown,parentsApprove,metAtWork,metAtSchool,metAtChurch,metViaInternetService,metOnVacation,metAtBar,metAtClubActivity,metAtParty,metOther,usedInternetSevice,familyIntroduced,friendsIntroduced,coworkersIntroduced,classmateIntroduced,neighborsIntroduced,selfIntroduced,otherIntroduced,qualityOfRelationship,metOnline,metAsCoworkers,metThroughFriends,metThroughFamily,metThroughSigOther,metThroughNeighbor,metCollege,metMilitary,metChurch,metVoluntaryOrg,metAsCustomer,metInternetDating,metNetworking,metGaming,metInternetChat,metInternetCommunity,metInternetOther,metInPublic,metBlindDate,metAtSinglesServiceNonInternet,metOnBusiness,metAsWorkNeighbors,typeOfInternetMeeting,sameSexCouple,ageDifference,metThroughFriends,metThroughFamily,metAsNeighbors,metThroughCoworkers,partnersRace,partnersRegion,stillMarriedToPartner,livingWithPartner,howDidMarriageEnd,stillInRelationship,livingTogether,howDidRelationshipEnd,relationshipStatus
2853,40,"some college, no degree","white, non-hispanic",male,4,married,south,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,other,other christian,"yes, i am married",,,female,,no (not latino or hispanic),"american indian, aleut, or eskimo",no,baptist - any denomination,41.0,"some college, no degree",no preference,yes,18.0,18.0,19.0,18.0,,partner earned more,same high school,attended same college or university,yes,approve,no,no,no,no,no,yes,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,
2854,47,high school graduate - high school diploma or the equivalent (ged),hispanic,female,3,married,west,0,working - as a paid employee,"yes, cuban",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,male,,no (not latino or hispanic),white,no,other christian,49.0,"some college, no degree",democrat,yes,31.0,31.0,32.0,33.0,,partner earned more,different high school,,no,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,west,yes,yes,,,,,Married
2855,44,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,4,living with partner,midwest,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,no,catholic,47.0,"some college, no degree",no preference,yes,17.0,17.0,35.0,,,partner earned more,same high school,,yes,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,yes,no,no,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2856,27,professional or doctorate degree,"white, non-hispanic",female,1,never married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,jewish,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,Never married
2857,58,masters degree,"white, non-hispanic",female,2,living with partner,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",,refused,refused,refused,,,,,,refused,refused,,refused,,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,,,,,,,,,,,,,,,,,,,,,,,,same-sex couple,,,,,,"white, non-hispanic",midwest,yes,yes,,,,,Living with partner
2858,41,bachelors degree,"white, non-hispanic",male,3,married,northeast,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",40.0,"some college, no degree",democrat,yes,20.0,20.0,25.0,25.0,,i earned more,same high school,did not attend same college or university,yes,neither approve nor disapprove,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,meet through friends,met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,,,,,,,Married
2859,46,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,4,married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,male,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",50.0,master's degree,independent,yes,19.0,19.0,20.0,22.0,,partner earned more,different high school,,no,,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,no,yes,good,met offline,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,,,yes,yes,,,,,Married
2860,40,associate degree,hispanic,male,3,married,west,1,working - as a paid employee,"yes, other spanish/hispanic/latino",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"yes, i am married",,,female,,no (not latino or hispanic),asian or pacific islander,yes,other christian,39.0,associate degree,republican,yes,19.0,25.0,27.0,27.0,,i earned more,different high school,attended same college or university,yes,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,yes,no,no,no,good,met offline,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,west,yes,yes,,,,,
2861,46,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,4,married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,catholic,42.0,hs graduate or ged,independent,yes,21.0,21.0,22.0,23.0,,i earned more,different high school,,no,,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",yes,no,no,no,no,no,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,4.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
2862,54,"some college, no degree","white, non-hispanic",female,1,never married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,i have a romantic partner who is not yet a sexual partner,male,,no (not latino or hispanic),white,no,catholic,61.0,"some college, no degree",no preference,no,52.0,53.0,,,"more than 1 year, less than 2 years",i earned more,same high school,did not attend same college or university,yes,,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,7.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,,,,yes,no,,
2863,44,bachelors degree,"white, non-hispanic",female,1,never married,midwest,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,,no (not latino or hispanic),white,yes,catholic,41.0,hs graduate or ged,republican,no,42.0,44.0,,,1-3 months,we earned about the same amount,different high school,,yes,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",midwest,,,,yes,no,,Never married
2864,44,high school graduate - high school diploma or the equivalent (ged),hispanic,female,3,never married,northeast,0,not working - on temporary layoff from a job,"yes, caribbean",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,other,other christian,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"black, non-hispanic",northeast,,,,,,,Never married
2865,29,bachelors degree,"white, non-hispanic",male,5,married,west,1,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,,no (not latino or hispanic),white,yes,other christian,30.0,bachelor's degree,republican,yes,10.0,18.0,20.0,20.0,,i earned more,different high school,attended same college or university,no,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2866,56,9th grade,hispanic,female,4,married,south,0,not working - other,"yes, mexican, mexican-american, chicano",no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,other,other christian,"yes, i am married",,,male,,"yes, mexican, mexican american, chicano",other (please specify),no,other christian,63.0,hs graduate or ged,no preference,yes,15.0,15.0,15.0,15.0,,partner earned more,different high school,,no,approve,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",yes,no,no,no,no,no,no,good,met offline,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,7.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,south,yes,yes,,,,,Married
2867,77,10th grade,"black, non-hispanic",male,2,married,south,0,not working - retired,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,baptist-any denomination,"yes, i am married",,,female,,"yes, other latino/hispanic",white,yes,baptist - any denomination,53.0,professional or doctorate degree,democrat,yes,45.0,46.0,49.0,60.0,,partner earned more,different high school,,no,approve,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,24.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,yes,yes,,,,,Married
2868,54,bachelors degree,"white, non-hispanic",female,1,divorced,northeast,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,Divorced
2869,56,11th grade,"white, non-hispanic",female,4,widowed,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,i have a romantic partner who is not yet a sexual partner,female,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,none,50.0,"some college, no degree",independent,no,56.0,56.0,,,4-6 months,partner earned more,different high school,,no,do not know,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,,,,,,,,,,,,,,,,,,,,,,,,different sex couple,6.0,,,,,"white, non-hispanic",west,,,,no,,other (please describe),
2870,50,bachelors degree,"white, non-hispanic",female,1,living with partner,northeast,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,jewish,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,jewish,61.0,professional or doctorate degree,democrat,yes,30.0,30.0,30.0,,,partner earned more,different high school,did not attend same college or university,no,approve,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,11.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",northeast,,,,yes,yes,,
2871,71,11th grade,"white, non-hispanic",female,3,divorced,northeast,0,not working - retired,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,other christian,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,
2872,21,"some college, no degree",hispanic,male,6,never married,northeast,3,working - as a paid employee,"yes, puerto rican",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanic,northeast,,,,,,,Never married
2873,59,associate degree,"2+ races, non-hispanic",male,1,divorced,northeast,0,working - self-employed,"no, i am not",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,republican,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,catholic,56.0,associate degree,democrat,no,26.0,26.0,26.0,28.0,,partner earned more,different high school,did not attend same college or university,yes,,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"2+ races, non-hispanic",northeast,yes,no,,,,,Separated
2874,41,"some college, no degree","black, non-hispanic",female,6,married,south,1,working - as a paid employee,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,pentecostal,"yes, i am married",,,male,,no (not latino or hispanic),black or african american,no,none,40.0,11th grade,no preference,yes,24.0,26.0,25.0,29.0,,i earned more,different high school,,no,neither approve nor disapprove,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,poor,met offline,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,not met through friends,met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",south,yes,yes,,,,,
2875,39,masters degree,"white, non-hispanic",female,3,living with partner,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,"yes, we are a same-sex couple",no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",51.0,associate degree,democrat,yes,30.0,30.0,30.0,33.0,,i earned more,different high school,did not attend same college or university,no,approve,yes,no,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,12.0,not met through friends,not met through family,did not meet through or as neighbors,1.0,"white, non-hispanic",northeast,yes,yes,,,,,Living with partner
2876,25,bachelors degree,hispanic,female,2,living with partner,south,0,working - as a paid employee,"yes, central american",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,"yes, we are a same-sex couple",no (not latino or hispanic),black or african american,no,other christian,23.0,master's degree,democrat,yes,19.0,20.0,24.0,25.0,,i earned more,different high school,attended same college or university,no,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,good,met offline,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,same-sex couple,2.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,hispanic,south,yes,yes,,,,,Living with partner
2877,34,professional or doctorate degree,hispanic,male,1,never married,south,0,working - as a paid employee,"yes, mexican, mexican-american, chicano",yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hispanic,south,,,,,,,Living with partner
2878,44,bachelors degree,"white, non-hispanic",male,4,married,midwest,2,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, i am married",,,female,,no (not latino or hispanic),white,yes,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",43.0,bachelor's degree,republican,yes,28.0,28.0,31.0,31.0,,i earned more,different high school,did not attend same college or university,no,approve,no,no,no,no,no,yes,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,1.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,
2879,29,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",female,3,never married,northeast,1,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,none,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,
2880,59,11th grade,"white, non-hispanic",male,2,married,northeast,0,not working - disabled,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,female,,no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",49.0,hs graduate or ged,independent,yes,47.0,47.0,47.0,56.0,,i earned more,different high school,,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,yes,no,no,excellent,met offline,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,10.0,not met through friends,not met through family,met through or as neighbors,0.0,"white, non-hispanic",northeast,yes,yes,,,,,Married
2881,77,12th grade no diploma,"black, non-hispanic",female,6,widowed,midwest,0,not working - retired,"no, i am not",no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,pentecostal,"no, i am not married",,i have a romantic partner who is not yet a sexual partner,male,,no (not latino or hispanic),black or african american,yes,pentecostal,80.0,1st - 4th grade,democrat,no,18.0,66.0,,,,partner earned more,different high school,,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",yes,no,no,no,no,no,no,excellent,met offline,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,meet through friends,met through family,did not meet through or as neighbors,0.0,"black, non-hispanic",midwest,,,,,,,
2882,49,bachelors degree,"white, non-hispanic",female,2,living with partner,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g. methodist, lutheran, presbyterian, episcopal)",42.0,bachelor's degree,democrat,yes,43.0,43.0,46.0,,,i earned more,different high school,did not attend same college or university,no,,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met online,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,7.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,,,,,,,
2883,56,high school graduate - high school diploma or the equivalent (ged),"other, non-hispanic",female,1,divorced,northeast,0,working - as a paid employee,"no, i am not",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,democrat,baptist-any denomination,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,28,bachelors degree,"white, non-hispanic",female,4,never married,northeast,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"no, i am single, with no boyfriend, no girlfriend and no romantic or sexual partner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"white, non-hispanic",northeast,,,,,,,
2885,34,high school graduate - high school diploma or the equivalent (ged),hispanic,female,7,married,west,5,not working - looking for work,"yes, mexican, mexican-american, chicano",no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,democrat,other christian,"yes, i am married",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,55,bachelors degree,"white, non-hispanic",male,1,never married,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),asian or pacific islander,no,none,36.0,bachelor's degree,democrat,no,46.0,46.0,46.0,,,i earned more,different high school,did not attend same college or university,no,neither approve nor disapprove,no,no,no,no,no,no,no,no,yes,"yes, a different kind of internet service",no,no,no,no,no,yes,no,fair,met online,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Previously Strangers: Before online connection respondent and partner were strangers,same-sex couple,19.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,,,,,,,,,
2887,75,5th or 6th grade,"white, non-hispanic",male,2,married,south,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,pentecostal,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,pentecostal,67.0,professional or doctorate degree,democrat,yes,33.0,34.0,35.0,35.0,,partner earned more,different high school,,no,,no,no,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,8.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
2888,41,"some college, no degree","white, non-hispanic",male,5,married,midwest,3,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,baptist-any denomination,"yes, i am married",,,female,,no (not latino or hispanic),white,yes,baptist - any denomination,38.0,"some college, no degree",independent,yes,20.0,24.0,24.0,24.0,,i earned more,different high school,did not attend same college or university,no,approve,no,yes,yes,no,no,no,no,no,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,3.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",midwest,yes,yes,,,,,Married
2889,27,bachelors degree,"white, non-hispanic",female,2,married,south,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"yes, i am married",,,male,,no (not latino or hispanic),white,no,jewish,27.0,bachelor's degree,democrat,yes,18.0,18.0,23.0,24.0,,partner earned more,different high school,did not attend same college or university,no,approve,no,no,no,no,no,no,no,no,yes,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,yes,yes,,,,,Married
2890,23,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,4,never married,south,0,not working - other,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,republican,other christian,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",female,,"yes, other latino/hispanic",other (please specify),yes,baptist - any denomination,21.0,"some college, no degree",republican,no,21.0,21.0,,,"more than 1 year, less than 2 years",i earned more,same high school,,yes,neither approve nor disapprove,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,good,met offline,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,2.0,meet through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",south,,,,no,,we broke up,
2891,37,"some college, no degree","white, non-hispanic",male,2,married,west,0,working - as a paid employee,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,none,"yes, i am married",,,female,,no (not latino or hispanic),white,no,none,37.0,bachelor's degree,democrat,yes,18.0,18.0,20.0,18.0,,i earned more,different high school,attended same college or university,no,approve,no,yes,no,no,no,no,no,no,no,"no, we did not meet through the internet",no,no,no,no,no,yes,no,excellent,met offline,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,different sex couple,0.0,not met through friends,not met through family,did not meet through or as neighbors,0.0,"white, non-hispanic",west,yes,yes,,,,,Married
2892,37,high school graduate - high school diploma or the equivalent (ged),"white, non-hispanic",male,3,never married,south,0,working - self-employed,"no, i am not",yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,democrat,catholic,"no, i am not married",,"yes, i have a sexual partner (boyfriend or girlfriend)",male,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,other christian,42.0,hs graduate or ged,democrat,yes,27.0,27.0,27.0,,,partner earned more,different high school,,no,approve,no,no,no,no,no,no,no,yes,no,"no, we did not meet through the internet",no,yes,no,no,no,no,no,excellent,met offline,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,same-sex couple,5.0,not met through friends,not met through family,met through or as neighbors,1.0,,,,,,,,,
